responsavel_nome;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;status_da_indicacao;numero_inciso;numero_do_controle_de_execucao;no_empenho;processo_de_compra;registro_de_preco;descricao_processo_de_compras;no_processo_de_compra_planejamento_de_registro_de_precos;status_do_processo_de_compra_registro_de_precos;valor_indicacao;valor_utilizado_controle;valor_empenhado;valor_liquidado;valor_pago;valor_executado;justificativa;classificacao_iot
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;143493;RESOLUÇÃO SES;APROVADO;1584;25933;3034;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;145034;RESOLUÇÃO SES;APROVADO;1584;25867;2996;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143988;TRANSFERÊNCIA ESPECIAL;APROVADO;1585;21853;30;Não;;;;;129000,0;129000,0;129000,0;129000,0;129000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;143823;RESOLUÇÃO SES;APROVADO;1641;23745;393;Não;;;;;84388,0;84388,0;84388,0;84388,0;84388,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;143839;RESOLUÇÃO SES;APROVADO;1652;24850;2566;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;0,0;;
ADRIANO ALVARENGA;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;144337;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;1783;23264;442509, 621105, 621106;Sim;Sim;Aquisição de sementes;3,0400100044252e+18;CONCLUÍDO;14000,0;13975,0;13975,0;13975,0;13975,0;13975,0;valor licitado inferior ao valor indicado;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ADRIANO ALVARENGA;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;145055;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;1783;17845;991001, 8845008;Sim;Sim;Aquisição de sementes de hortaliças;3,0400100088452e+18;CONCLUÍDO;11179,0;10584,0;10584,0;10584,0;10584,0;10584,0;valor licitado inferior ao valor indicado;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;144428;RESOLUÇÃO SES;APROVADO;1784;24939;2676;Não;;;;;450000,0;450000,0;450000,0;450000,0;450000,0;0,0;;
ADRIANO ALVARENGA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144431;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;1790;19030;0;Não;;;;;159000,0;159000,0;159000,0;159000,0;159000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;145037;RESOLUÇÃO SES;APROVADO;1884;25866;2994;Não;;;;;10127,0;10127,0;10127,0;10127,0;10127,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;145061;RESOLUÇÃO SES;APROVADO;1888;25865;2993;Não;;;;;24822,0;24822,0;24822,0;24822,0;24822,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;146725;RESOLUÇÃO SES;APROVADO;2249;25198;2086;Não;;;;;328334,0;328334,0;328334,0;328334,0;328334,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;146785;RESOLUÇÃO SES;APROVADO;2266;24940;2677;Não;;;;;225000,0;225000,0;225000,0;225000,0;225000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;146985;RESOLUÇÃO SES;APROVADO;2323;25216;2104;Não;;;;;320375,0;320375,0;320375,0;320375,0;320375,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;146992;RESOLUÇÃO SES;APROVADO;2324;25860;2987;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;146997;RESOLUÇÃO SES;APROVADO;2327;25737;2666;Não;;;;;35995,12;35995,12;35995,12;35995,12;35995,12;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;147047;RESOLUÇÃO SES;APROVADO;2329;25821;2917;Não;;;;;214004,88;214004,88;214004,88;214004,88;214004,88;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;147057;RESOLUÇÃO SES;APROVADO;2330;25822;2918;Não;;;;;73345,12;73345,12;73345,12;73345,12;73345,12;0,0;;
ADRIANO ALVARENGA;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;154763;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;2645;28975;138012024;Sim;Sim;Aquisição de microtrator;;CONCLUÍDO;18000,0;16100,0;16100,0;16100,0;16100,0;0,0;Valor licitado inferior ao valor indicado;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ADRIANO ALVARENGA;3041;EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO DE MINAS GERAIS;SEAPA;154764;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;APROVADO;2646;23264;442509, 621105, 621106;Sim;Sim;Aquisição de sementes;3,0400100044252e+18;CONCLUÍDO;21983,37;20864,0;20864,0;20864,0;20864,0;0,0;Valor licitado inferior ao valor indicado;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138269;TRANSFERÊNCIA ESPECIAL;APROVADO;269;20056;31;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138270;TRANSFERÊNCIA ESPECIAL;APROVADO;269;20057;32;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138271;TRANSFERÊNCIA ESPECIAL;APROVADO;269;20058;33;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138278;TRANSFERÊNCIA ESPECIAL;APROVADO;269;20064;34;Não;;;;;210000,0;210000,0;210000,0;210000,0;210000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138532;TRANSFERÊNCIA ESPECIAL;APROVADO;269;20097;35;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138533;TRANSFERÊNCIA ESPECIAL;APROVADO;269;20098;36;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138724;TRANSFERÊNCIA ESPECIAL;APROVADO;269;19717;37;Não;;;;;25000,0;25000,0;25000,0;25000,0;25000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138725;TRANSFERÊNCIA ESPECIAL;APROVADO;269;19718;38;Não;;;;;400000,0;400000,0;400000,0;400000,0;400000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;139366;TRANSFERÊNCIA ESPECIAL;APROVADO;269;20124;39;Não;;;;;1180000,0;1180000,0;1180000,0;1180000,0;1180000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;139864;TRANSFERÊNCIA ESPECIAL;APROVADO;269;22210;40;Não;;;;;60000,0;60000,0;60000,0;60000,0;60000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;142183;TRANSFERÊNCIA ESPECIAL;APROVADO;269;20984;41;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;142184;TRANSFERÊNCIA ESPECIAL;APROVADO;269;20985;42;Não;;;;;100000,0;100000,0;100000,0;100000,0;100000,0;0,0;;
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;143496;TRANSFERÊNCIA ESPECIAL;APROVADO;269;21469;43;Não;;;;;235000,0;235000,0;235000,0;235000,0;235000,0;0,0;;
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;137951;EXECUÇÃO DIRETA;APROVADO;335;27266;129, 130, 131;Sim;Sim;Aquisição de viaturas descaracterizadas.;160,0;EM ANDAMENTO;140000,0;129459,36;129459,36;0,0;0,0;0,0;Saldo de economia alcançado no RP.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141483;EXECUÇÃO DIRETA;APROVADO;335;25431;114, 115, 116;Sim;Sim;AQUIÇÃO DE VIATURA - STRADA PL: 106/2023 RP: 74/2023 SEI:1510.01.0121178/2024-76;1,5111890001032e+16;CONCLUÍDO;180000,0;152000,0;152000,0;0,0;0,0;0,0;Saldo de economia em RP.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141484;EXECUÇÃO DIRETA;APROVADO;335;27136;18, 19, 20;Sim;Não;Aquisição de espingardas calibre 12 PCMG;1,5111890001272e+16;EM ANDAMENTO;45700,0;8616,0;8616,0;8616,0;0,0;0,0;saldo será utilizado em outro processo de compra ;indicação com mais de um controle de execução cadastrado
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141484;EXECUÇÃO DIRETA;APROVADO;335;27135;27, 28, 29;Sim;Não;Aquisição de Submetralhadoras calibre 9x19mm PCMG;1,5111890001262e+16;EM ANDAMENTO;45700,0;7844,45;7844,45;0,0;0,0;0,0;saldo será utilizado em outro processo de compra ;indicação com mais de um controle de execução cadastrado
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141484;EXECUÇÃO DIRETA;APROVADO;335;27067;2, 7, 9, 10, 13, 14;Sim;Não;AQUISIÇÃO DE PISTOLAS GLOCK DO MODELO G26 GEN5 ATRAVÉS DO PREGÃO Nº 11.399/2023, RP Nº 058/2024 E RECURSO DE EMENDAS FEDERAIS (TRANSFERÊNCIA ESPECIAL). SEI Nº 1510.01.0088038/2024-31.;1,5111890000872e+16;CONCLUÍDO;45700,0;25382,5;25382,5;25382,5;25382,5;0,0;saldo será utilizado em outro processo de compra ;indicação com mais de um controle de execução cadastrado
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141485;EXECUÇÃO DIRETA;APROVADO;335;26670;81, 82, 109;Sim;Sim;Aquisição de workstation para atender emendas estaduais do ano de 2024.;1511189000125,0;EM ANDAMENTO;166000,0;46338,48;46338,48;46338,28;46338,28;0,0;Não há.;outras razões de ordem técnica devidamente justificadas.
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141485;EXECUÇÃO DIRETA;APROVADO;335;26685;93, 94, 95, 96;Sim;Sim;Aquisição de computador com recursos de emendas estaduais de 2024.;1511189000071,0;EM ANDAMENTO;166000,0;3907,0;3907,0;3907,0;3907,0;0,0;Não há.;outras razões de ordem técnica devidamente justificadas.
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141485;EXECUÇÃO DIRETA;APROVADO;335;27070;24, 25, 26;Sim;Não;AQUISIÇÃO DE Fuzis calibre 5.56;1,5111890001292e+16;EM ANDAMENTO;166000,0;106364,7;106364,7;106364,7;0,0;0,0;saldo será utilizado em outro processo de compra ;indicação com mais de um controle de execução cadastrado
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141485;EXECUÇÃO DIRETA;APROVADO;335;27136;18, 19, 20;Sim;Não;Aquisição de espingardas calibre 12 PCMG;1,5111890001272e+16;EM ANDAMENTO;166000,0;4308,0;4308,0;4308,0;0,0;0,0;saldo será utilizado em outro processo de compra ;indicação com mais de um controle de execução cadastrado
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141486;EXECUÇÃO DIRETA;APROVADO;335;27067;2, 7, 9, 10, 13, 14;Sim;Não;AQUISIÇÃO DE PISTOLAS GLOCK DO MODELO G26 GEN5 ATRAVÉS DO PREGÃO Nº 11.399/2023, RP Nº 058/2024 E RECURSO DE EMENDAS FEDERAIS (TRANSFERÊNCIA ESPECIAL). SEI Nº 1510.01.0088038/2024-31.;1,5111890000872e+16;CONCLUÍDO;86400,0;27335,0;27335,0;27335,0;27335,0;0,0;saldo será utilizado em outro processo de compra ;outras razões de ordem técnica devidamente justificadas.
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141486;EXECUÇÃO DIRETA;APROVADO;335;26685;93, 94, 95, 96;Sim;Sim;Aquisição de computador com recursos de emendas estaduais de 2024.;1511189000071,0;EM ANDAMENTO;86400,0;11721,0;11721,0;11721,0;11721,0;0,0;Não há.;outras razões de ordem técnica devidamente justificadas.
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141486;EXECUÇÃO DIRETA;APROVADO;335;27035;89, 90, 91, 92;Sim;Sim;Aquisição de notebook padrão com recursos de emendas estaduais de 2024.;1511189000157,0;EM ANDAMENTO;86400,0;3390,0;3390,0;0,0;0,0;0,0;Não há.;outras razões de ordem técnica devidamente justificadas.
ADRIANO ALVARENGA;1511;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;PCMG;141486;EXECUÇÃO DIRETA;APROVADO;335;27070;24, 25, 26;Sim;Não;AQUISIÇÃO DE Fuzis calibre 5.56;1,5111890001292e+16;EM ANDAMENTO;86400,0;40909,5;40909,5;40909,5;0,0;0,0;Economia de saldo;outras razões de ordem técnica devidamente justificadas.
ADRIANO ALVARENGA;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;139346;EXECUÇÃO DIRETA;APROVADO;38;23370;56, 124, 132, 253, 405;Sim;Não;Suv flex com cela.  Memorando 60.019.2/2019-EMPM - Emenda Estadual. Memorando 40.080.2/2024-EMPM - Recurso Ordinário,;1,2500720000122e+16;CONCLUÍDO;330000,0;327730,64;327730,64;35897,84;22767,46;0,0;Demais fases da despesa em andamento.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ADRIANO ALVARENGA;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;142374;EXECUÇÃO DIRETA;APROVADO;38;26509;458, 2926;Sim;Não;Execução da obra de reforma e ampliação da 21ª Cia PM Ind em Ponte Nova/MG;1,2599680000152e+16;CONCLUÍDO;600000,0;599971,32;599971,32;0,0;0,0;0,0;Demais fases da despesa em andamento.;"ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;"
ADRIANO ALVARENGA;1251;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;PMMG;142376;EXECUÇÃO DIRETA;APROVADO;38;23377;63, 132;Sim;Não;Suv flex com cela.  Memorando 60.019.2/2019-EMPM - Emenda Estadual. Memorando 40.080.2/2024-EMPM - Recurso Ordinário,;1,2500720000122e+16;CONCLUÍDO;140000,0;138700,42;138700,42;41790,42;41627,46;0,0;Execução da Emenda em andamento.;outras razões de ordem técnica devidamente justificadas.
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;138790;RESOLUÇÃO SES;APROVADO;411;23688;335;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;137945;RESOLUÇÃO SES;APROVADO;511;25839;3026;Não;;;;;500000,0;500000,0;500000,0;500000,0;500000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;137946;RESOLUÇÃO SES;APROVADO;511;25656;3162;Não;;;;;300000,0;300000,0;300000,0;300000,0;300000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;138455;RESOLUÇÃO SES;APROVADO;511;26041;2751;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;138456;RESOLUÇÃO SES;APROVADO;511;26042;2752;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;138457;RESOLUÇÃO SES;APROVADO;511;26043;2753;Não;;;;;320000,0;320000,0;320000,0;320000,0;320000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;138458;RESOLUÇÃO SES;APROVADO;511;26044;2754;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;138479;RESOLUÇÃO SES;APROVADO;511;25675;3143;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;138723;RESOLUÇÃO SES;APROVADO;511;25952;2975;Não;;;;;1000000,0;1000000,0;1000000,0;1000000,0;1000000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;139872;RESOLUÇÃO SES;APROVADO;511;25811;2906;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;142181;RESOLUÇÃO SES;APROVADO;511;26371;3540;Não;;;;;850000,0;850000,0;850000,0;850000,0;850000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;144426;RESOLUÇÃO SES;APROVADO;511;25991;2723;Não;;;;;200000,0;200000,0;200000,0;200000,0;200000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;145032;RESOLUÇÃO SES;APROVADO;511;25864;2992;Não;;;;;165051,0;165051,0;165051,0;165051,0;165051,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;145293;RESOLUÇÃO SES;APROVADO;511;25881;3062;Não;;;;;569000,0;569000,0;569000,0;569000,0;569000,0;0,0;;
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;146993;RESOLUÇÃO SES;APROVADO;511;25738;2667;Não;;;;;124004,88;124004,88;124004,88;124004,88;124004,88;0,0;;
ADRIANO ALVARENGA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;139586;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;78;18404;0;Não;;;;;400000,0;400000,0;400000,0;400000,0;0,0;0,0;Justificativa apresentada pela Diretoria de Obras da Rede Estadual (DORE) da SEE: Não realização de procedimentos necessários à liberação do recurso dentro do prazo.;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
ADRIANO ALVARENGA;1261;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE;144233;EXECUÇÃO DIRETA - CAIXA ESCOLAR;ENVIADA PARA SEE;78;18961;0;Não;;;;;441000,0;441000,0;441000,0;441000,0;0,0;0,0;Justificativa apresentada pela Diretoria de Obras da Rede Estadual (DORE) da SEE: Não realização de procedimentos necessários à liberação do recurso dentro do prazo.;"não efetivação dos requisitos legais, regulamentares e técnicos ou condições suspensivas necessários ao pagamento ou à conclusão da execução da emenda dentro do exercício financeiro da respectiva Lei Orçamentária Anual;"
ADRIANO ALVARENGA;4291;FUNDO ESTADUAL DE SAÚDE;SES;137948;RESOLUÇÃO SES;APROVADO;787;25345;3301;Não;;;;;160000,0;160000,0;160000,0;160000,0;160000,0;0,0;;
ADRIANO ALVARENGA;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;CBMMG;137952;EXECUÇÃO DIRETA;APROVADO;788;26803;304;Sim;Não;Aquisição de Viaturas para CBMMG.;1,4011040000912e+16;EM ANDAMENTO;190000,0;120000,0;120000,0;0,0;0,0;0,0;indicação com mais de um controle de execução cadastrado ;indicação com mais de um controle de execução cadastrado
ADRIANO ALVARENGA;1401;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;CBMMG;137952;EXECUÇÃO DIRETA;APROVADO;788;26797;304, 654, 658, 722, 727, 732, 740;Sim;Não;Aquisição de Materiais/Equipamentos Operacionais para CBMMG.;1,4011040000472e+16;EM ANDAMENTO;190000,0;69994,73;69994,73;0,0;0,0;0,0;indicação com mais de um controle de execução cadastrado indicação com mais de um controle de execução cadastrado ;indicação com mais de um controle de execução cadastrado
ADRIANO ALVARENGA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;138319;TRANSFERÊNCIA ESPECIAL;APROVADO;802;19805;44;Não;;;;;90000,0;90000,0;90000,0;90000,0;90000,0;0,0;;
