responsavel_nome;partido;bloco_bancada;uo_descricao;numero_indicacao;tipo_de_indicacao;valor_indicado;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;categoria_iot;justificativa
JOAO VITOR XAVIER;CIDADANIA;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;165619;EXECUÇÃO DIRETA;50000,0;44128,8;44128,8;0,0;0,0;44128,8;0,0;44128,8;0,0;outras razões de ordem técnica devidamente justificadas;Execução da emenda em andamento.
JOAO VITOR XAVIER;CIDADANIA;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;165625;EXECUÇÃO DIRETA;55000,0;52999,0;52999,0;0,0;0,0;52999,0;0,0;52999,0;0,0;outras razões de ordem técnica devidamente justificadas;Execução da emenda em andamento.
JOAO VITOR XAVIER;CIDADANIA;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;162791;EXECUÇÃO DIRETA;420000,0;419429,05;419429,05;122339,05;122339,05;297090,0;0,0;297090,0;0,0;outras razões de ordem técnica devidamente justificadas;Execução da emenda em andamento.
JOAO VITOR XAVIER;CIDADANIA;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;165683;EXECUÇÃO DIRETA;150000,0;149482,0;149482,0;130386,0;130386,0;19096,0;0,0;19096,0;0,0;outras razões de ordem técnica devidamente justificadas;Demais aquisições da emenda em andamento.
JOAO VITOR XAVIER;CIDADANIA;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;166909;EXECUÇÃO DIRETA;350000,0;347183,15;347183,15;69255,44;69255,44;277927,71;0,0;277927,71;0,0;outras razões de ordem técnica devidamente justificadas;Demais aquisições da emenda em andamento.
LELECO PIMENTEL;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO;163314;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;25000,0;25000,0;25000,0;19184,86;19184,86;5815,139999999999;0,0;5815,139999999999;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;.
LELECO PIMENTEL;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO;163335;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;25000,0;25000,0;25000,0;19184,86;19184,86;5815,139999999999;0,0;5815,139999999999;0,0;outras razões de ordem técnica devidamente justificadas;.
LELECO PIMENTEL;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO;163336;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;25000,0;25000,0;25000,0;19184,86;19184,86;5815,139999999999;0,0;5815,139999999999;0,0;outras razões de ordem técnica devidamente justificadas;.
LELECO PIMENTEL;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO;163338;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;50000,0;50000,0;50000,0;19184,86;19184,86;30815,14;0,0;30815,14;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;.
LELECO PIMENTEL;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO;165637;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;25000,0;24980,85;24980,85;19184,86;19184,86;5795,989999999998;0,0;5795,989999999998;0,0;outras razões de ordem técnica devidamente justificadas;.
LELECO PIMENTEL;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;162016;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;50000,0;31542,28;31542,28;0,0;0,0;31542,28;0,0;31542,28;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Melhor aquisição pelo Estado
LELECO PIMENTEL;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;162018;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;50000,0;31542,28;31542,28;0,0;0,0;31542,28;0,0;31542,28;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Melhor aquisição pelo Estado. Publicação do beneficiário, aguardando a retirada pelo município e pagamento da empresa.
LELECO PIMENTEL;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;162019;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;100000,0;63249,82;63249,82;0,0;0,0;63249,82;0,0;63249,82;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Melhor aquisição pelo Estado. Publicação do beneficiário, aguardando a retirada pelo município e pagamento da empresa.
LELECO PIMENTEL;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;179494;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;35000,0;31707,54;31707,54;0,0;0,0;31707,54;0,0;31707,54;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Melhor aquisição pelo Estado. Kit foi entregue e aguardamos o pagamento para a empresa.
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;168350;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;50000,0;31707,54;31707,54;0,0;0,0;31707,54;0,0;31707,54;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;CAGEC irregular no momento da publicação conforme RESOLUÇÃO SEGOV Nº 004, de 30 de janeiro de 2025, Art. 5°, além disso, a OSC não encaminhou a documentação necessária para a efetivação do processo.
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;169010;EXECUÇÃO DIRETA;89000,0;67000,0;67000,0;59000,0;59000,0;8000,0;0,0;8000,0;0,0;indicação com mais de um controle de execução cadastrado.;indicação com mais de um controle de execução cadastrado. 
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;169012;EXECUÇÃO DIRETA;21100,0;18662,62;18662,62;18662,62;18544,27;118,34999999999854;118,34999999999854;0,0;0,0;indicação com mais de um controle de execução cadastrado.; indicação com mais de um controle de execução cadastrado. 
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;169098;EXECUÇÃO DIRETA;60000,0;59999,91;59999,91;9699,26;9699,26;50300,65;0,0;50300,65;0,0;outras razões de ordem técnica devidamente justificadas;Execução da emenda em andamento.
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;169099;EXECUÇÃO DIRETA;30000,0;29632,0;29632,0;21758,0;21758,0;7874,0;0,0;7874,0;0,0;outras razões de ordem técnica devidamente justificadas;Execução em andamento.
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;169106;EXECUÇÃO DIRETA;200000,0;199947,75;199947,75;126141,94;68853,07;131094,68;57288,869999999995;73805,81;0,0;outras razões de ordem técnica devidamente justificadas;Fornecedor deu desconto na NF, liquidação foi efetuada com o valor menor que o empenhado devido ao desconto  
LENINHA;PT;BLOCO DEMOCRACIA E LUTA;UNIVERSIDADE ESTADUAL DE MONTES CLAROS;167680;EXECUÇÃO DIRETA;757200,0;676890,07;676890,07;651986,34;650241,86;26648,209999999963;1744,4799999999814;24903,72999999998;0,0;indicação com mais de um controle de execução cadastrado.;indicação com mais de um controle de execução 
LOHANNA;PV;BLOCO DEMOCRACIA E LUTA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;165286;EXECUÇÃO DIRETA;67500,0;67386,5;67386,5;48060,5;3670,5;63716,0;44390,0;19326,0;0,0;outras razões de ordem técnica devidamente justificadas;Fornecedor deu desconto na NF, liquidação foi efetuada com o valor menor que o empenhado devido ao desconto
LOHANNA;PV;BLOCO DEMOCRACIA E LUTA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;165497;EXECUÇÃO DIRETA;150000,0;105500,0;105500,0;0,0;0,0;105500,0;0,0;105500,0;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Saldo de economia alcançado na licitação.
LOHANNA;PV;BLOCO DEMOCRACIA E LUTA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;165503;EXECUÇÃO DIRETA;20000,0;20000,0;20000,0;0,0;0,0;20000,0;0,0;20000,0;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Saldo de economia alcançado na licitação.
LOHANNA;PV;BLOCO DEMOCRACIA E LUTA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;165999;EXECUÇÃO DIRETA;40000,0;39818,6;39818,6;39661,05;37929,81;1888,7900000000009;1731,2400000000052;157,54999999999563;0,0;indicação com mais de um controle de execução cadastrado.;Saldo remanescente será utilizado em outros procedimentos licitatórios
LOHANNA;PV;BLOCO DEMOCRACIA E LUTA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;166003;EXECUÇÃO DIRETA;52000,0;51921,3;51921,3;32625,5;23098,96;28822,340000000004;9526,54;19295,800000000003;0,0;indicação com mais de um controle de execução cadastrado.;Saldo remanescente será utilizado em outros procedimentos licitatórios
LOHANNA;PV;BLOCO DEMOCRACIA E LUTA;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;166005;EXECUÇÃO DIRETA;67500,0;67316,75;67316,75;42323,75;6168,75;61148,0;36155,0;24993,0;0,0;indicação com mais de um controle de execução cadastrado.;Saldo remanescente será utilizado em outros procedimentos licitatórios
LOHANNA;PV;BLOCO DEMOCRACIA E LUTA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;165287;EXECUÇÃO DIRETA;200000,0;197550,87;197550,87;9893,63;9893,63;187657,24;0,0;187657,24;0,0;outras razões de ordem técnica devidamente justificadas;Demais aquisições da emenda em andamento.
LUCAS LASMAR;REDE;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE AGRICULTURA, PECUÁRIA E ABASTECIMENTO;163520;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;25000,0;25000,0;25000,0;19184,86;19184,86;5815,139999999999;0,0;5815,139999999999;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;.
LUCAS LASMAR;REDE;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;164677;CELEBRAÇÃO DE CONVÊNIO;250000,0;249999,0;249999,0;249999,0;0,0;249999,0;249999,0;0,0;0,0;inadimplência do interessado registrada no sistema de execução orçamentária e financeira do Poder Executivo Estadual, no Cadastro Informativo de Inadimplência em relação à Administração Pública do Estado de Minas - Cadin-MG-, ou, quando for o caso, no Cadastro Geral de Convenentes do Estado de Minas Gerais - Cagec -, ou no Cadastro de Fornecedores Impedidos de Licitar e Contratar com a Administração Pública do Poder Executivo Estadual - Cafimp - ou em outro sistema estadual, salvo exceções previstas no art. 160, § 14, da Constituição do Estado e na Lei de Diretrizes Orçamentárias;OSC com cagec irregular em 29/12 conforme doc SEI Relatório CAGEC IRREGULAR - 29/12/2025 (130262807)
LUCAS LASMAR;REDE;BLOCO DEMOCRACIA E LUTA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;167758;EXECUÇÃO DIRETA;200000,0;194959,86;194959,86;0,0;0,0;194959,86;0,0;194959,86;0,0;outras razões de ordem técnica devidamente justificadas;Execução da emenda em andamento.
LUIZINHO;PT;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;162795;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;100000,0;35450,0;35450,0;0,0;0,0;35450,0;0,0;35450,0;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Melhor aquisição pelo Estado, houve um atraso na entrega pela empresa e devido a legislações de vedação de período eleitoral, estamos aguardando orientações da Assessoria Jurídica para a continuidade da entrega.
MARIO HENRIQUE CAIXA;PV;BLOCO DEMOCRACIA E LUTA;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;162357;EXECUÇÃO DIRETA;200000,0;198959,86;198959,86;0,0;0,0;198959,86;0,0;198959,86;0,0;outras razões de ordem técnica devidamente justificadas;Execução da emenda em andamento.
MARLI RIBEIRO;PL;BLOCO AVANCA MINAS;FUNDAÇÃO HOSPITALAR DO ESTADO DE MINAS GERAIS;161947;EXECUÇÃO DIRETA;180000,0;179995,48;179995,48;179995,48;177835,53;2159,9500000000116;2159,9500000000116;0,0;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Saldo residual decorrente de economia na contratação 
MARLI RIBEIRO;PL;BLOCO AVANCA MINAS;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;165662;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;50000,0;31707,54;31707,54;0,0;0,0;31707,54;0,0;31707,54;0,0;inadimplência do interessado registrada no sistema de execução orçamentária e financeira do Poder Executivo Estadual, no Cadastro Informativo de Inadimplência em relação à Administração Pública do Estado de Minas - Cadin-MG-, ou, quando for o caso, no Cadastro Geral de Convenentes do Estado de Minas Gerais - Cagec -, ou no Cadastro de Fornecedores Impedidos de Licitar e Contratar com a Administração Pública do Poder Executivo Estadual - Cafimp - ou em outro sistema estadual, salvo exceções previstas no art. 160, § 14, da Constituição do Estado e na Lei de Diretrizes Orçamentárias;CAGEC irregular no momento da publicação conforme RESOLUÇÃO SEGOV Nº 004, de 30 de janeiro de 2025, Art. 5°, além disso, a OSC não encaminhou a documentação necessária para a efetivação do processo.
MARLI RIBEIRO;PL;BLOCO AVANCA MINAS;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;161217;EXECUÇÃO DIRETA;350000,0;321000,0;321000,0;0,0;0,0;321000,0;0,0;321000,0;0,0;outras razões de ordem técnica devidamente justificadas;Outras razões de ordem técnica devidamente comprovadas
MAURO TRAMONTE;REPUBLICANOS;BLOCO MINAS EM FRENTE;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;168048;EXECUÇÃO DIRETA;25000,0;24000,0;24000,0;0,0;0,0;24000,0;0,0;24000,0;0,0;outras razões de ordem técnica devidamente justificadas;Controle de execução em andamento
NORALDINO JUNIOR;PSB;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;162349;EXECUÇÃO DIRETA;350000,0;344941,81;344941,81;72941,81;72941,81;272000,0;0,0;272000,0;0,0;outras razões de ordem técnica devidamente justificadas;Demais aquisições da emenda em andamento.
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;161507;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;50000,0;31542,28;31542,28;0,0;0,0;31542,28;0,0;31542,28;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Melhor aquisição pelo Estado. Publicação do beneficiário, aguardando a retirada pelo município e pagamento da empresa.
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;161508;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;50000,0;31707,54;31707,54;0,0;0,0;31707,54;0,0;31707,54;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Melhor aquisição pelo Estado. Publicação do beneficiário, aguardando a retirada pelo município e pagamento da empresa.
PROFESSOR CLEITON;PV;BLOCO DEMOCRACIA E LUTA;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;161509;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;50000,0;31707,54;31707,54;0,0;0,0;31707,54;0,0;31707,54;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Melhor aquisição pelo Estado. Publicação do beneficiário, aguardando a retirada pelo município e pagamento da empresa.
RAUL BELÉM;CIDADANIA;BLOCO AVANCA MINAS;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;164600;EXECUÇÃO DIRETA;50000,0;47244,0;47244,0;0,0;0,0;47244,0;0,0;47244,0;0,0;outras razões de ordem técnica devidamente justificadas;Objetivo e escopo do projeto foram cumpridos. O saldo remanescente decorre de diferença entre o valor estimado na fase de planejamento e o valor efetivamente executado.
RICARDO CAMPOS;PT;BLOCO DEMOCRACIA E LUTA;INSTITUTO DE DESENVOLVIMENTO DO NORTE E NORDESTE DE MINAS GERAIS;168402;APLICAÇÃO DIRETA - DOAÇÃO DE BENS;185636,96;185592,96;185592,96;152803,58;152803,58;32789,380000000005;0,0;32789,380000000005;152803,58;outras razões de ordem técnica devidamente justificadas;O valor dos itens não alcança o valor total da emenda.
RODRIGO LOPES;UNIAO;BLOCO MINAS EM FRENTE;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;165505;EXECUÇÃO DIRETA;43000,0;41547,62;41547,62;37595,81;37595,81;3951,810000000005;0,0;3951,810000000005;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Conforme IOT selecionado.
RODRIGO LOPES;UNIAO;BLOCO MINAS EM FRENTE;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;165509;EXECUÇÃO DIRETA;200000,0;197550,87;197550,87;9893,63;9893,63;187657,24;0,0;187657,24;0,0;outras razões de ordem técnica devidamente justificadas;Demais aquisições da emenda em andamento.
RODRIGO LOPES;UNIAO;BLOCO MINAS EM FRENTE;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;165510;EXECUÇÃO DIRETA;350000,0;348956,0;348956,0;27956,0;27956,0;321000,0;0,0;321000,0;0,0;outras razões de ordem técnica devidamente justificadas;Execução da emenda em andamento.
RODRIGO LOPES;UNIAO;BLOCO MINAS EM FRENTE;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;165512;EXECUÇÃO DIRETA;50000,0;40202,06;40202,06;24454,06;24454,06;15747,999999999996;0,0;15747,999999999996;0,0;outras razões de ordem técnica devidamente justificadas;Execução da Emenda em andamento.
RODRIGO LOPES;UNIAO;BLOCO MINAS EM FRENTE;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;165603;EXECUÇÃO DIRETA;90000,0;83000,0;83000,0;0,0;0,0;83000,0;0,0;83000,0;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Salde de economia
RODRIGO LOPES;UNIAO;BLOCO MINAS EM FRENTE;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;165601;EXECUÇÃO DIRETA;100000,0;100000,0;100000,0;0,0;0,0;100000,0;0,0;100000,0;0,0;outras razões de ordem técnica devidamente justificadas;Indicação complementada com a de n 165603
RODRIGO LOPES;UNIAO;BLOCO MINAS EM FRENTE;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;165598;EXECUÇÃO DIRETA;200000,0;198607,24;198607,24;10950,0;10950,0;187657,24;0,0;187657,24;0,0;outras razões de ordem técnica devidamente justificadas;Execução da emenda em andamento.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;158720;EXECUÇÃO DIRETA;350000,0;349904,96;349904,96;295232,96;293120,52;56784,44;2112,4400000000023;54672,0;0,0;outras razões de ordem técnica devidamente justificadas;Execução da emenda em andamento.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;160752;EXECUÇÃO DIRETA;100000,0;82065,85;82065,85;0,0;0,0;82065,85;0,0;82065,85;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Conforme IOT selecionado.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;160796;EXECUÇÃO DIRETA;22000,0;20150,0;20150,0;0,0;0,0;20150,0;0,0;20150,0;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Conforme IOT selecionado.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;159190;EXECUÇÃO DIRETA;60000,0;59840,0;59840,0;0,0;0,0;59840,0;0,0;59840,0;0,0;outras razões de ordem técnica devidamente justificadas;Controle de execução em andamento
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;159192;EXECUÇÃO DIRETA;182000,0;181379,9;181379,9;107630,0;107630,0;73749,9;0,0;73749,9;0,0;outras razões de ordem técnica devidamente justificadas;Controle de execução em andamento
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;159193;EXECUÇÃO DIRETA;280000,0;279705,5;279705,5;4185,5;4185,5;275520,0;0,0;275520,0;0,0;outras razões de ordem técnica devidamente justificadas;Controle de execução em andamento
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;161522;EXECUÇÃO DIRETA;17500,0;17496,88;17496,88;10136,88;10136,88;7360,000000000002;0,0;7360,000000000002;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Conforme IOT selecionado.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;159191;EXECUÇÃO DIRETA;1569000,0;1566544,35;1566544,35;1273876,98;1213603,38;352940,9700000002;60273,60000000009;292667,3700000001;0,0;outras razões de ordem técnica devidamente justificadas;Controle de execução em andamento
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;CORPO DE BOMBEIROS MILITAR DO ESTADO DE MINAS GERAIS;159194;EXECUÇÃO DIRETA;370000,0;369488,47;369488,47;175962,58;0,0;369488,47;175962,58;193525,88999999998;0,0;outras razões de ordem técnica devidamente justificadas;Controle de execução em andamento
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;162219;EXECUÇÃO DIRETA;2000,0;1743,89;1743,89;1524,0;1524,0;219,8900000000001;0,0;219,8900000000001;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Conforme IOT selecionado.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;160720;EXECUÇÃO DIRETA;12000,0;11983,55;11983,55;11593,55;11593,55;390,0;0,0;390,0;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;saldo 16,45 A emenda foi executada integralmente em relação ao objeto. O saldo remanescente não pode ser utilizado, em razão de imitações previstas no objeto    
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;160719;EXECUÇÃO DIRETA;1274000,0;1273856,71;1273856,71;1019342,46;1019342,46;254514,25;0,0;254514,25;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;O item foi comprado mais barato. Saldo 143,29
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;158728;EXECUÇÃO DIRETA;1509500,0;1503570,35;1503570,35;961869,18;785833,37;717736,9800000001;176035,81000000006;541701,17;0,0;indicação com mais de um controle de execução cadastrado.;Indicação com mais de um controle de execução.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS;162780;EXECUÇÃO DIRETA;100000,0;98874,26;98874,26;62491,0;62491,0;36383,259999999995;0,0;36383,259999999995;0,0;outras razões de ordem técnica devidamente justificadas;Em relação a liquidação: Aguardando a entrega total dos bens pelo fornecedor para efetivação da liquidação no valor total.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;158691;EXECUÇÃO DIRETA;151668,0;131589,93;131589,93;98358,25;94689,11;36900,81999999999;3669,1399999999994;33231,67999999999;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Conforme IOT selecionado.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;158692;EXECUÇÃO DIRETA;450000,0;424983,67;424983,67;138942,0;138942,0;286041,67;0,0;286041,67;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Conforme IOT selecionado.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;158693;EXECUÇÃO DIRETA;89000,0;74296,31;74296,31;27338,0;26138,0;48158,31;1200,0;46958,31;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Conforme IOT selecionado.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;158715;EXECUÇÃO DIRETA;1211900,0;1208515,88;1208515,88;1208515,88;1199029,19;9486,689999999944;9486,689999999944;0,0;0,0;ocorrência de saldo residual de recurso, decorrente de economia gerada no processo de contratação do objeto ou na orçamentação para celebração de instrumento jurídico;Conforme IOT selecionado.
SARGENTO RODRIGUES;PL;BLOCO AVANCA MINAS;POLÍCIA MILITAR DO ESTADO DE MINAS GERAIS;160750;EXECUÇÃO DIRETA;450000,0;450000,0;450000,0;0,0;0,0;450000,0;0,0;450000,0;0,0;outras razões de ordem técnica devidamente justificadas;Não há.
