responsavel_nome;partido;bloco_bancada;uo;uo_descricao;uo_sigla;numero_indicacao;tipo_de_indicacao;numero_inciso;status_indicacao_descricao;descricao_municipio;nome_convenente_beneficiado;numero_cnpj_convenente;codigo_escola;numero_da_acao;nome_da_acao;nome_grupo_de_despesa;descricao_genero;descricao_categoria;descricao_especificacao;descricao_indicacao;descricao_tipo_aplicacao;valor_indicado;justificativa_cancelamento_reprovacao;valor_utilizado;valor_empenhado;valor_liquidado;valor_pago;saldo_a_pagar_rp;rp_processado;rp_nao_processado;valor_executado_doacao;numero_instrumento_juridico_convenio;numero_siafi;numero_resolucao_transferencia_especial;funcional_programatica_formatado;categoria_economica_despesa_codigo;numero_empenho
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117425;TRANSFERÊNCIA ESPECIAL;1622;APROVADO;TEIXEIRAS;PREFEITURA MUNICIPAL DE TEIXEIRAS;18.134.056/0001-02;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;10000,0;;10000,0;10000,0;10000,0;10000,0;0,0;0,0;0,0;0,0;;9383814,0;0012/2023;04.122.024.2090.0001;4;468
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117426;TRANSFERÊNCIA ESPECIAL;300;APROVADO;VIRGINIA;PREFEITURA MUNICIPAL DE VIRGÍNIA;25.970.260/0001-10;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;300000,0;;300000,0;300000,0;300000,0;300000,0;0,0;0,0;0,0;0,0;;9385262,0;0012/2023;04.122.024.2090.0001;4;1447
MARQUINHO LEMOS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;117427;RESOLUÇÃO SES;472;REPROVADO PELO ÓRGÃO;BOCAIUVA;FUNDO MUNICIPAL DE SAÚDE DE BOCAIÚVA;11.274.221/0001-74;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;;FES Equipamentos e Materiais Permanentes;16047,0;"Esclarecemos que para o Tipo de Aplica¿¿o ""FES Equipamentos e Materiais Permanentes"" na a¿¿o or¿ament¿ria 4460, a indica¿¿o dever¿ apresentar coer¿ncia com o n¿ de equipes de Sa¿de da Fam¿lia (eSF) pagas, sendo fixado o valor de R$160.000,00 por Equipe Sa¿de da Fam¿lia. Al¿m disso, deve-se respeitar a quantidade m¿xima de equipes.  A planilha contendo a  quantidade de equipe Sa¿de da Fam¿lia por munic¿pio encontra-se no sistema Sigcon-Saida, em ¿ORIENTA¿¿ES SES¿. Assim sendo, informamos que o valor exato para indica¿¿o por cada equipe Sa¿de da Fam¿lia ¿ de R$160.000,00. Para beneficiar 01 equipe deve-se indicar o valor de R$160.000,00, para beneficiar 02 equipes deve-se indicar R$320.000,00, para beneficiar 03 equipes deve-se indicar R$480.000,00, e assim por diante. ";0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;10.301.159.4460.0001;4;
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117428;TRANSFERÊNCIA ESPECIAL;300;APROVADO;BUENO BRANDAO;MUNICIPIO DE BUENO BRANDAO;18.940.098/0001-22;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;400000,0;;400000,0;400000,0;400000,0;400000,0;0,0;0,0;0,0;0,0;;9385263,0;0012/2023;04.122.024.2090.0001;4;1451
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117429;TRANSFERÊNCIA ESPECIAL;300;APROVADO;CANA VERDE;PREFEITURA MUNICIPAL DE CANA VERDE;18.244.426/0001-56;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;500000,0;;500000,0;500000,0;500000,0;500000,0;0,0;0,0;0,0;0,0;;9385264,0;0012/2023;04.122.024.2090.0001;4;1454
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117430;TRANSFERÊNCIA ESPECIAL;300;APROVADO;NATERCIA;PREFEITURA MUNICIPAL DE NATÉRCIA;17.935.412/0001-16;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;180000,0;;180000,0;180000,0;180000,0;180000,0;0,0;0,0;0,0;0,0;;9385265,0;0012/2023;04.122.024.2090.0001;4;1458
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117431;TRANSFERÊNCIA ESPECIAL;300;APROVADO;MEDINA;PREFEITURA MUNICIPAL DE MEDINA;18.414.607/0001-83;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;120000,0;;120000,0;120000,0;120000,0;120000,0;0,0;0,0;0,0;0,0;;9385266,0;0012/2023;04.122.024.2090.0001;4;1461
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117432;TRANSFERÊNCIA ESPECIAL;300;APROVADO;AGUANIL;PREFEITURA MUNICIPAL DE AGUANIL;17.888.108/0001-65;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9385267,0;0012/2023;04.122.024.2090.0001;4;1463
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117433;TRANSFERÊNCIA ESPECIAL;300;APROVADO;MARMELOPOLIS;MUNICIPIO DE MARMELOPOLIS;18.026.021/0001-41;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9385268,0;0012/2023;04.122.024.2090.0001;4;1464
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117434;TRANSFERÊNCIA ESPECIAL;300;APROVADO;SAO BENTO ABADE;PREFEITURA MUNICIPAL DE SÃO BENTO ABADE;17.877.176/0001-29;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9385269,0;0012/2023;04.122.024.2090.0001;4;1465
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117435;RESOLUÇÃO SES;1701;APROVADO;JOAO MONLEVADE;FUNDO MUNICIPAL DE SAUDE;12.500.774/0001-60;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;Veículo 05 Lugares;FES Veículo Passeio (5 lugares);83953,0;;83953,0;83953,0;83953,0;83953,0;0,0;0,0;0,0;0,0;;9387678,0;8686;10.301.159.4460.0001;4;4005
DUARTE BECHIR;PSD;BLOCO MINAS SÃO MUITAS;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117436;TRANSFERÊNCIA ESPECIAL;300;APROVADO;PIRANGUCU;PREFEITURA MUNICIPAL DE PIRANGUÇU;18.025.981/0001-97;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9385270,0;0012/2023;04.122.024.2090.0001;4;1467
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117437;RESOLUÇÃO SES;1701;APROVADO;JOAO MONLEVADE;FUNDO MUNICIPAL DE SAUDE;12.500.774/0001-60;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;;FES Veículo Passeio (5 lugares);83953,0;;83953,0;83953,0;83953,0;83953,0;0,0;0,0;0,0;0,0;;9387679,0;8686;10.301.159.4460.0001;4;4006
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117438;RESOLUÇÃO SES;1701;APROVADO;PRUDENTE DE MORAIS;FUNDO MUNICIPAL DE SAÚDE DE PRUDENTE DE MORAIS;14.184.393/0001-45;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;Veículo 05 Lugares;FES Veículo Passeio (5 lugares);83953,0;;83953,0;83953,0;83953,0;83953,0;0,0;0,0;0,0;0,0;;9387815,0;8686;10.301.159.4460.0001;4;4083
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117439;RESOLUÇÃO SES;1701;APROVADO;PRUDENTE DE MORAIS;FUNDO MUNICIPAL DE SAÚDE DE PRUDENTE DE MORAIS;14.184.393/0001-45;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;;FES Veículo Passeio (5 lugares);83953,0;;83953,0;83953,0;83953,0;83953,0;0,0;0,0;0,0;0,0;;9387816,0;8686;10.301.159.4460.0001;4;4084
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117440;RESOLUÇÃO SES;1701;APROVADO;BAMBUI;FUNDO MUNICIPAL DE SAÚDE DE BAMBUÍ;21.505.966/0001-50;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);INVESTIMENTOS;;4;;;FES Veículo Passeio (5 lugares);83953,0;;83953,0;83953,0;83953,0;83953,0;0,0;0,0;0,0;0,0;;9387757,0;8686;10.301.159.4460.0001;4;4029
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117441;CELEBRAÇÃO DE CONVÊNIO;185;REPROVADO PELO ÓRGÃO;SAO JOAO DO ORIENTE;APAE DE SÃO JOÃO DO ORIENTE;07.298.985/0001-22;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de mobiliários e equipamentos;;90000,0;A OSC não apresentou a documentação complementar dentro do prazo do dia 12/06/2023, conforme parágrafo único, do art. 15, da Resolução SEGOV nº 03/2023: ¿Parágrafo único - Recebida a comunicação prevista no caput, o autor da emenda ou beneficiário deverá solucionar o problema na documentação até 12 de junho de 2023, ou no prazo estabelecido pelo órgão ou entidade gestora da emenda, prevalecendo a data que ocorrer por último, desde que tenha entregue documentação no prazo previsto no caput do art. 14 desta Resolução, inclusive, quando for o caso, a proposta de plano de trabalho vinculada à indicação da emenda.¿ ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
CELINHO DO SINTTROCEL;PCdoB;BLOCO DEMOCRACIA E LUTA;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117442;CELEBRAÇÃO DE CONVÊNIO;185;REPROVADO PELO ÓRGÃO;IPATINGA;NUCLEO DE ATENDIMENTO E APRENDIZAGEM DE ADOLESCENTES E JOVENS;21.221.296/0001-40;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;INVESTIMENTOS;AQUISIÇÃO DE BENS;4;;Aquisição de mobiliários e equipamentos para a instituição;;90000,0;Proponente n¿o apresentou a proposta de plano de trabalho no prazo de 28/04/2023, conforme prev¿ o inciso I, ¿1¿, artigo 14, da Resolu¿¿o SEGOV 03/2023.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;4;
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117443;RESOLUÇÃO SES;451;APROVADO;PARAOPEBA;FUNDO MUNICIPAL DE SAUDE DE PARAOPEBA;12.809.552/0001-24;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Custeio - Atenção Primária;FES Custeio;295250,0;;295250,0;295250,0;295250,0;295250,0;0,0;0,0;0,0;0,0;;9387109,0;8685;10.301.159.4460.0001;3;4277
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117444;RESOLUÇÃO SES;451;APROVADO;BRUMADINHO;FUNDO MUNICIPAL DE SAÚDE DE BRUMADINHO;14.208.587/0001-33;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;370000,0;;370000,0;370000,0;370000,0;370000,0;0,0;0,0;0,0;0,0;;9387396,0;8685;10.301.159.4460.0001;3;4933
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117445;RESOLUÇÃO SES;451;APROVADO;PASSA TEMPO;FUNDO MUNICIPAL DE SAUDE DE PASSA TEMPO;13.491.387/0001-78;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;160000,0;;160000,0;160000,0;160000,0;160000,0;0,0;0,0;0,0;0,0;;9387112,0;8685;10.301.159.4460.0001;3;4283
MARIO HENRIQUE CAIXA;PV;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117446;RESOLUÇÃO SES;1711;APROVADO;SARDOA;FUNDO MUNICIPAL DE SAÚDE DE SARDOÁ;13.677.165/0001-44;;4452;REGULAÇÃO DO ACESSO;INVESTIMENTOS;;4;;;Furgoneta;241316,0;;241316,0;241316,0;241316,0;241316,0;0,0;0,0;0,0;0,0;;9387954,0;8719;10.302.158.4452.0001;4;2471
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117447;CELEBRAÇÃO DE CONVÊNIO;1710;REPROVADO PELO ÓRGÃO;BELO HORIZONTE;INSTITUTO BRASILEIRO DE EXCELENCIA NO ESPORTE & CULTURA;15.399.863/0001-50;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;Entidade Social;Pagamento de profissionais e colaboradores dos trabalhos com os assistidos da Entidade;;90000,0;Reprova¿¿o por incompatibilidade de objeto e a¿¿o: institui¿¿o esportiva, para realiza¿¿o de projeto esportivo, indicada incorretamente na a¿¿o da Assist¿ncia Social, a¿¿o correta 4086. Assessora ciente nesta data, 05/04/2023.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;3;
CARLOS HENRIQUE;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117448;RESOLUÇÃO SES;1126;APROVADO;PALMOPOLIS;FUNDO MUNICIPAL DE SAÚDE DE PALMÓPOLIS;12.941.232/0001-23;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;150000,0;;150000,0;150000,0;150000,0;150000,0;0,0;0,0;0,0;0,0;;9387105,0;8685;10.301.159.4460.0001;3;4273
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117449;CELEBRAÇÃO DE CONVÊNIO;1710;REPROVADO PELO ÓRGÃO;BELO HORIZONTE;INSTITUTO BRASILEIRO DE EXCELENCIA NO ESPORTE & CULTURA;15.399.863/0001-50;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;AQUISIÇÃO DE BENS;3;Material Esportivo, de Limpeza, de Papelaria e Vestuário;Aquisição de materiais esportivos, alimentação que for necessário para suprir as necessidades dos assistidos da Endidade;;90000,0;Reprova?, ?, o por incompatibilidade de objeto e a?, ?, o: institui?, ?, o esportiva, para realiza?, ?, o de projeto esportivo, indicada incorretamente na a?, ?, o da Assist?, ncia Social, a?, ?, o correta 4086. Assessora ciente nesta data, 05/04/2023.;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;3;
ANDREIA DE JESUS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;117450;RESOLUÇÃO SES;1084;APROVADO;JENIPAPO DE MINAS;FUNDO MUNICIPAL DE SAÚDE DE JENIPAPO DE MINAS;11.422.618/0001-66;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;32094,0;;32094,0;32094,0;32094,0;32094,0;0,0;0,0;0,0;0,0;;9387630,0;8685;10.301.159.4460.0001;3;4999
DALMO RIBEIRO SILVA;PSDB;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117451;TRANSFERÊNCIA ESPECIAL;1601;APROVADO;RIO CASCA;MUNICIPIO DE RIO CASCA;18.836.957/0001-38;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;200000,0;;200000,0;200000,0;200000,0;200000,0;0,0;0,0;0,0;0,0;;9384799,0;0012/2023;04.122.024.2090.0001;4;1513
DALMO RIBEIRO SILVA;PSDB;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117452;TRANSFERÊNCIA ESPECIAL;1601;APROVADO;SAO JOSE DO GOIABAL;MUNICÍPIO DE SÃO JOSÉ DO GOIABAL;18.402.552/0001-91;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;350000,0;;350000,0;350000,0;350000,0;350000,0;0,0;0,0;0,0;0,0;;9384800,0;0012/2023;04.122.024.2090.0001;4;1517
MARQUINHO LEMOS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;117453;RESOLUÇÃO SES;1632;APROVADO;PEDRA BONITA;FUNDO MUNICIPAL DE SAÚDE DE PEDRA BONITA;11.301.376/0001-52;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;Indicação complementar a de nº 117376;FES Custeio;80000,0;;80000,0;80000,0;80000,0;80000,0;0,0;0,0;0,0;0,0;;9387125,0;8685;10.301.159.4460.0001;3;4350
MARQUINHO LEMOS;PT;BLOCO DEMOCRACIA E LUTA;4291;FUNDO ESTADUAL DE SAÚDE;FES;117454;RESOLUÇÃO SES;1631;APROVADO;VOLTA GRANDE;FUNDO MUNICIPAL DE SAUDE DE VOLTA GRANDE;14.038.148/0001-20;;4460;ESTRUTURAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE (ORGANIZAÇÃO DA ATENÇÃO PRIMÁRIA À SAÚDE);OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;57738,0;;57738,0;57738,0;57738,0;57738,0;0,0;0,0;0,0;0,0;;9387594,0;8685;10.301.159.4460.0001;3;4841
MAURO TRAMONTE;REPUBLICANOS;BLOCO MINAS SÃO MUITAS;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117455;CELEBRAÇÃO DE CONVÊNIO;1721;APROVADO;MATOZINHOS;FUNDAÇÃO DIRCE DA SILVEIRA FIGUEIREDO;08.194.112/0001-32;;4076;PROMOÇÃO DE AÇÕES DE FOMENTO À GERAÇÃO DE RENDA E EMPREENDEDORISMO;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;Profissional;Qualificação profissional ;;90000,0;;90000,0;90000,0;90000,0;90000,0;0,0;0,0;0,0;0,0;1481000782/2023;9390086,0;;11.334.039.4076.0001;3;28
RAUL BELÉM;CIDADANIA;BLOCO MINAS SÃO MUITAS;4291;FUNDO ESTADUAL DE SAÚDE;FES;117456;RESOLUÇÃO SES;1722;APROVADO;ARAGUARI;SANTA CASA DE MISERICÓRDIA DE ARAGUARI;16.826.067/0001-10;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;OUTRAS DESPESAS CORRENTES;;3;;;FES Custeio;1000000,0;;1000000,0;1000000,0;1000000,0;1000000,0;0,0;0,0;0,0;0,0;;9388461,0;8771;10.302.157.4457.0001;3;2410
BRUNO ENGLER;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117457;CELEBRAÇÃO DE CONVÊNIO;1709;REPROVADO PELO ÓRGÃO;SANTA LUZIA;ASSOCIAÇÃO DE PROTEÇÃO Á INFÂNCIA E DE ASSISTÊNCIA SOCIAL DE SANTA LUZIA;24.427.155/0001-77;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;AQUISIÇÃO DE BENS;3;;Aquisição de bens do consumo diversos para a Associação de Proteção à Infância e de Assistência Social de Santa Luzia;;100000,0;A OSC não apresentou a documentação complementar dentro do prazo do dia 12/06/2023, conforme parágrafo único, do art. 15, da Resolução SEGOV nº 03/2023: ¿Parágrafo único - Recebida a comunicação prevista no caput, o autor da emenda ou beneficiário deverá solucionar o problema na documentação até 12 de junho de 2023, ou no prazo estabelecido pelo órgão ou entidade gestora da emenda, prevalecendo a data que ocorrer por último, desde que tenha entregue documentação no prazo previsto no caput do art. 14 desta Resolução, inclusive, quando for o caso, a proposta de plano de trabalho vinculada à indicação da emenda.¿ ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;3;
ZÉ GUILHERME;PP;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117458;CELEBRAÇÃO DE CONVÊNIO;1703;APROVADO;SABARA;ASSOCIAÇÃO DAS VILAS REUNIDAS, NÚCLEO ESPORTIVO E CULTURAL - ASCOMVILAS;19.702.851/0001-04;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;SERVIÇOS;3;Entidade Social;Pagamento de professores  prestadores de serviços com assistidos da Comunidade;;100000,0;;99960,0;99960,0;99960,0;99960,0;0,0;0,0;0,0;0,0;1481000492/2023;9390051,0;;08.244.065.4226.0001;3;17
BRUNO ENGLER;PL;PARTIDO LIBERAL;1481;SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL;SEDESE;117459;CELEBRAÇÃO DE CONVÊNIO;1709;REPROVADO PELO ÓRGÃO;SANTA LUZIA;ACAO SOCIAL CENTRO DE REINTEGRACAO A SOCIEDADE MAIS QUE VENCEDORES;16.801.598/0001-58;;4226;APOIO FINANCEIRO E MATERIAL AOS SERVIÇOS SOCIOASSISTENCIAIS;OUTRAS DESPESAS CORRENTES;AQUISIÇÃO DE BENS;3;;Aquisição de bens de consumo para Ação Social Centro de Reintegração a Sociedade Mais que Vencedores;;100000,0;A OSC não apresentou a documentação complementar dentro do prazo do dia 12/06/2023, conforme parágrafo único, do art. 15, da Resolução SEGOV nº 03/2023: ¿Parágrafo único - Recebida a comunicação prevista no caput, o autor da emenda ou beneficiário deverá solucionar o problema na documentação até 12 de junho de 2023, ou no prazo estabelecido pelo órgão ou entidade gestora da emenda, prevalecendo a data que ocorrer por último, desde que tenha entregue documentação no prazo previsto no caput do art. 14 desta Resolução, inclusive, quando for o caso, a proposta de plano de trabalho vinculada à indicação da emenda.¿ ;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;08.244.065.4226.0001;3;
BRUNO ENGLER;PL;PARTIDO LIBERAL;4291;FUNDO ESTADUAL DE SAÚDE;FES;117460;RESOLUÇÃO SES;1531;APROVADO;BRASILIA;EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES - EBSERH;15.126.437/0001-43;;4457;IMPLANTAÇÃO DA POLÍTICA DE ATENÇÃO HOSPITALAR - VALOR EM SAÚDE;INVESTIMENTOS;;4;;Aquisição de bens permanentes para o Hospital Universitário da Universidade Federal de Juiz de Fora;FES Equipamentos e Materiais Permanentes;250000,0;;250000,0;250000,0;250000,0;250000,0;0,0;0,0;0,0;0,0;;9388137,0;8745;10.302.157.4457.0001;4;2329
ARNALDO SILVA;UNIAO;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117461;TRANSFERÊNCIA ESPECIAL;1713;APROVADO;FRUTAL;PREFEITURA MUNICIPAL DE FRUTAL;18.449.132/0001-60;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;110000,0;;110000,0;110000,0;110000,0;110000,0;0,0;0,0;0,0;0,0;;9383769,0;0012/2023;04.122.024.2090.0001;4;230
ARNALDO SILVA;UNIAO;BLOCO DEPUTADO LUIZ HUMBERTO CARNEIRO;1491;SECRETARIA DE ESTADO DE GOVERNO;SEGOV;117462;TRANSFERÊNCIA ESPECIAL;1714;APROVADO;FRUTAL;PREFEITURA MUNICIPAL DE FRUTAL;18.449.132/0001-60;;2090;TRANSFERÊNCIAS ESPECIAIS;INVESTIMENTOS;;4;;;;401409,44;;401409,44;401409,44;401409,44;401409,44;0,0;0,0;0,0;0,0;;9383770,0;0012/2023;04.122.024.2090.0001;4;231
